Claw Width,Tail Length,Class
13.014201082761895,16.35851692126853,1.0
10.476076342669911,13.789764818219984,0.0
15.940273445694052,17.565297071994245,1.0
10.476076342669911,13.789764818219984,0.0
18.6845254901329,16.525092547912934,1.0
6.592171389620889,8.980355132525666,0.0
15.88090760299409,19.078264639613895,0.0
16.10939126102068,11.201509121017983,0.0
15.016178848056434,17.305691586776778,0.0
11.508814291588193,12.19804748586096,1.0
15.270900829065493,18.220776627981586,1.0
18.01313659070754,16.041398526863073,1.0
12.042649804600698,15.044503058328742,1.0
16.481438537757764,14.739480577495655,1.0
10.94706057264871,12.98427437028326,1.0
9.997860179322707,13.422458497404754,0.0
14.34592376847473,17.12715289838334,1.0
16.05586281731064,17.345469309260753,1.0
17.223802991866215,7.395797130397425,0.0
12.159531098631426,14.269707665584418,1.0
9.859096326722817,10.249266619573035,1.0
10.175758186796818,17.92725227627291,1.0
9.22021328442804,16.56240226472847,0.0
16.575082587532393,17.80170826747028,1.0
14.478955035589781,11.445690090303783,1.0
8.683577806104413,14.60444331969246,0.0
11.804443939445335,11.12934792090219,1.0
16.575082587532393,17.80170826747028,1.0
15.329641111638175,14.953245816743191,1.0
14.34592376847473,17.12715289838334,1.0
6.208244460046077,12.110585756018262,0.0
15.329641111638175,14.953245816743191,1.0
12.021518424031784,8.897008459865678,1.0
5.836709928422925,5.230648583840519,1.0
8.96592154080755,5.7580906943141015,0.0
13.014201082761895,16.35851692126853,1.0
15.068909705287416,16.135057106015395,1.0
10.94706057264871,12.98427437028326,1.0
11.088474705847927,19.1016436113364,1.0
5.777634023136418,6.858609615938337,1.0
6.141489045875196,7.8366091560940765,0.0
13.053982274740989,10.115359499350435,1.0
9.634215178392143,8.87331122182209,1.0
8.689298622799567,9.627351408221887,1.0
13.005486584299492,11.613470750759621,1.0
15.068909705287416,16.135057106015395,1.0
16.481438537757764,14.739480577495655,1.0
14.812189081317399,13.9538977312703,0.0
19.31486821616872,15.059482496017026,1.0
14.477332098573484,12.554726342690277,1.0
11.015409638078363,15.862408874180277,0.0
4.958212163960619,6.139142774689942,0.0
11.975113603334254,16.959565645590423,0.0
17.760675903572253,12.122839566101245,0.0
16.92225240715202,14.019965943076258,1.0
9.066656313090306,11.983911452093542,0.0
15.935223670882435,15.995899073137128,1.0
8.93766499593477,8.855720981267776,1.0
8.689298622799567,9.627351408221887,1.0
8.712993130088668,13.999199331469717,1.0
15.88090760299409,19.078264639613895,0.0
14.812189081317399,13.9538977312703,0.0
15.031096884226697,10.545883313743996,1.0
16.073012143393676,14.304868090823007,1.0
15.016178848056434,17.305691586776778,0.0
15.329641111638175,14.953245816743191,1.0
12.021518424031784,8.897008459865678,1.0
11.088474705847927,19.1016436113364,1.0
11.015409638078363,15.862408874180277,0.0
7.552447888395275,13.547257920536655,0.0
17.93313407098535,18.072227263531712,1.0
15.935223670882435,15.995899073137128,1.0
12.014972654389735,7.417767298154416,0.0
9.705878150324338,4.76198560760122,0.0
12.986478027398052,8.731523836196054,1.0
15.016178848056434,17.305691586776778,0.0
14.814887617040064,12.79408678205106,1.0
9.859096326722817,10.249266619573035,1.0
8.93766499593477,8.855720981267776,1.0
15.935223670882435,15.995899073137128,1.0
6.141489045875196,7.8366091560940765,0.0
5.169064970152146,12.169315197052605,0.0
4.958212163960619,6.139142774689942,0.0
5.615298891242073,16.965995680074485,0.0
13.005486584299492,11.613470750759621,1.0
7.1164184720833505,14.542771213134943,0.0
10.846200518508567,8.865452653378474,0.0
19.06570263295706,7.175561562011094,0.0
15.761588121118084,12.209131307036866,0.0
9.91476092366881,11.40740159484796,1.0
4.783799264499729,15.821539132486198,0.0
13.053982274740989,10.115359499350435,1.0
16.75435940147428,9.28072815414055,0.0
15.940273445694052,17.565297071994245,1.0
15.270900829065493,18.220776627981586,1.0
18.01313659070754,16.041398526863073,1.0
17.818603055162644,13.171093799130384,1.0
5.836709928422925,5.230648583840519,1.0
5.545903754070835,14.450497287239024,0.0
13.458446745469857,14.542672030723292,1.0
16.481438537757764,14.739480577495655,1.0
8.689298622799567,9.627351408221887,1.0
17.060655898867367,5.950540598716615,1.0
7.874962614495803,12.015580181601006,0.0
16.05586281731064,17.345469309260753,1.0
9.859096326722817,10.249266619573035,1.0
11.655710908442991,18.713352740803025,0.0
18.36158458463602,19.138303829248954,1.0
13.74843508903423,13.217635979874862,0.0
8.218760835345652,9.686227211892586,1.0
6.748762194158025,10.11325470761267,1.0
12.870894534979946,14.053690226601214,1.0
10.999351593358682,11.72716488923382,1.0
16.92225240715202,14.019965943076258,1.0
18.462358646732756,18.143081971770737,1.0
15.08150041541213,10.46769163915884,0.0
8.96592154080755,5.7580906943141015,0.0
13.053982274740989,10.115359499350435,1.0
10.83477169395143,7.716334094346297,1.0
16.705493487899027,6.6019946332440265,0.0
17.319571905473556,15.829088317010436,0.0
13.8708885710323,14.096577888756045,1.0
6.961914377631853,4.89455052219182,1.0
12.491035225157683,18.125506262810813,0.0
10.94706057264871,12.98427437028326,1.0
4.958212163960619,6.139142774689942,0.0
9.066656313090306,11.983911452093542,0.0
8.96592154080755,5.7580906943141015,0.0
11.508814291588193,12.19804748586096,1.0
15.068909705287416,16.135057106015395,1.0
15.935223670882435,15.995899073137128,1.0
5.063932170320126,10.05552294580319,0.0
9.966334057144055,14.161374185808128,0.0
12.309230949054188,13.153113369512054,1.0
16.97968346368313,18.105791791968812,1.0
17.441224062380147,15.233257938984119,1.0
12.870894534979946,14.053690226601214,1.0
7.921945814353201,16.872315934615365,0.0
7.894103823698421,5.613602970255319,1.0
17.13860541210245,18.571966677765086,0.0
19.27248020158017,18.973776110572263,1.0
15.814634963656545,15.286995332244361,1.0
6.748762194158025,10.11325470761267,1.0
8.93766499593477,8.855720981267776,1.0
8.463387974026668,8.281151727070444,1.0
15.761588121118084,12.209131307036866,0.0
5.2901581678062835,5.365962634841036,1.0
13.96121801378151,6.873837799924547,0.0
17.13860541210245,18.571966677765086,0.0
11.717815790708006,9.936888154619556,1.0
8.689298622799567,9.627351408221887,1.0
7.894103823698421,5.613602970255319,1.0
10.189600544244714,17.08248678845504,0.0
8.689298622799567,9.627351408221887,1.0
19.31486821616872,15.059482496017026,1.0
18.462358646732756,18.143081971770737,1.0
5.2901581678062835,5.365962634841036,1.0
14.34592376847473,17.12715289838334,1.0
14.424844296561998,17.716515418928246,0.0
8.46325366358275,11.040964379071218,0.0
15.329641111638175,14.953245816743191,1.0
12.870894534979946,14.053690226601214,1.0
15.08150041541213,10.46769163915884,0.0
19.31486821616872,15.059482496017026,1.0
9.145864419811486,16.304831358009956,0.0
6.764111677453463,8.311319516746657,0.0
15.9644968990975,10.758124918727903,0.0
15.814634963656545,15.286995332244361,1.0
10.07321922057544,5.903953953773222,0.0
11.508814291588193,12.19804748586096,1.0
12.014972654389735,7.417767298154416,0.0
11.508814291588193,12.19804748586096,1.0
9.900790564888986,18.944992768564408,0.0
17.756711082560845,16.510139168185308,1.0
17.13860541210245,18.571966677765086,0.0
10.999351593358682,11.72716488923382,1.0
18.01313659070754,16.041398526863073,1.0
13.4861244764732,9.861913827099022,1.0
10.803270230130698,6.2804230701657335,0.0
16.97968346368313,18.105791791968812,1.0
16.995536577897443,12.982731208241225,0.0
14.065670568021696,9.009626731463282,0.0
10.07321922057544,5.903953953773222,0.0
12.092305949360645,15.58411597750821,1.0
17.526825081766,8.025240250781644,0.0
6.592171389620889,8.980355132525666,0.0
13.60868781326728,14.012593907106144,1.0
16.481438537757764,14.739480577495655,1.0
12.912304107177937,6.135296320727074,0.0
6.764111677453463,8.311319516746657,0.0
18.939424649146737,14.01744892125275,0.0
6.141489045875196,7.8366091560940765,0.0
16.073012143393676,14.304868090823007,1.0
19.31486821616872,15.059482496017026,1.0
7.552447888395275,13.547257920536655,0.0
14.477332098573484,12.554726342690277,1.0
17.88580399574522,8.075099452137398,0.0
17.319571905473556,15.829088317010436,0.0
11.804443939445335,11.12934792090219,1.0
11.975113603334254,16.959565645590423,0.0
